@code,コードが示す地域等,@name,eng,areacode,vi,cha,areaCode2
4022000,福岡県宗像市,宗像市,Munakata City,40,thành phố Munakata,宗像市,400010
4022100,福岡県太宰府市,太宰府市,Dazaifu City,40,thành phố Dazaifu,太宰府市,400010
4022300,福岡県古賀市,古賀市,Koga City,40,thành phố Koga,古贺市,400010
4022400,福岡県福津市,福津市,Fukutsu City,40,thành phố Fukutsu,福津市,400010
4022500,福岡県うきは市,うきは市,Ukiha City,40,thành phố Ukiha,浮羽市,400040
4022600,福岡県宮若市,宮若市,Miyawaka City,40,thành phố Miyawaka,宫若市,400030
4022700,福岡県嘉麻市,嘉麻市,Kama City,40,thành phố Kama,嘉麻市,400030
4022800,福岡県朝倉市,朝倉市,Asakura City,40,thành phố Asakura,朝仓市,400040
4022900,福岡県みやま市,みやま市,Miyama City,40,thành phố Miyama,三山市,400040
4023000,福岡県糸島市,糸島市,Itoshima City,40,thành phố Itoshima,丝岛市,400010
4030500,福岡県那珂川町,那珂川町,Nakagawa City,40,thành phố Nakagawa,那珂川市,400010
4034100,福岡県宇美町,宇美町,Umi Town,40,thị trấn Umi,宇美町,400010
4034200,福岡県篠栗町,篠栗町,Sasaguri Town,40,thị trấn Sasaguri,篠栗町,400010
4034300,福岡県志免町,志免町,Shime Town,40,thị trấn Shime,志免町,400010
4034400,福岡県須恵町,須恵町,Sue Town,40,thị trấn Sue,须惠町,400010
4034500,福岡県新宮町,新宮町,Shingu Town,40,thị trấn Shingu,新宫町,400010
4034800,福岡県久山町,久山町,Hisayama Town,40,thị trấn Hisayama,久山町,400010
4034900,福岡県粕屋町,粕屋町,Kasuya Town,40,thị trấn Kasuya,粕屋町,400010
4038100,福岡県芦屋町,芦屋町,Ashiya Town,40,thị trấn Ashiya,芦屋町,400020
4038200,福岡県水巻町,水巻町,Mizumaki Town,40,thị trấn Mizumaki,水卷町,400020
4038300,福岡県岡垣町,岡垣町,Okagaki Town,40,thị trấn Okagaki,冈垣町,400020
4038400,福岡県遠賀町,遠賀町,Onga Town,40,thị trấn Onga,远贺町,400020
4040100,福岡県小竹町,小竹町,Kotake Town,40,thị trấn Kotake,小竹町,400030
4040200,福岡県鞍手町,鞍手町,Kurate Town,40,thị trấn Kurate,鞍手町,400030
4042100,福岡県桂川町,桂川町,Keisen Town,40,thị trấn Keisen,桂川町,400030
4044700,福岡県筑前町,筑前町,Chikuzen Town,40,thị trấn Chikuzen,筑前町,400040
4044800,福岡県東峰村,東峰村,Toho Village,40,làng Toho,东峰村,400040
4050300,福岡県大刀洗町,大刀洗町,Tachiarai Town,40,thị trấn Tachiarai,大刀洗町,400040
4052200,福岡県大木町,大木町,Oki Town,40,thị trấn Oki,大木町,400040
4054400,福岡県広川町,広川町,Hirokawa Town,40,thị trấn Hirokawa,广川町,400040
4060100,福岡県香春町,香春町,Kawara Town,40,thị trấn Kawara,香春町,400030
4060200,福岡県添田町,添田町,Soeda Town,40,thị trấn Soeda,添田町,400030
4060400,福岡県糸田町,糸田町,Itoda Town,40,thị trấn Itoda,糸田町,400030
4060500,福岡県川崎町,川崎町,Kawasaki Town,40,thị trấn Kawasaki,川崎町,400030
4060800,福岡県大任町,大任町,Oto Town,40,thị trấn Oto,大任町,400030
4060900,福岡県赤村,赤村,Aka Village,40,làng Aka,赤村,400030
4061000,福岡県福智町,福智町,Fukuchi Town,40,thị trấn Fukuchi,福智町,400030
4062100,福岡県苅田町,苅田町,Kanda Town,40,thị trấn Kanda,苅田町,400020
4062500,福岡県みやこ町,みやこ町,Miyako Town,40,thị trấn Miyako,京都町,400020
4064200,福岡県吉富町,吉富町,Yoshitomi Town,40,thị trấn Yoshitomi,吉富町,400020
4064600,福岡県上毛町,上毛町,Koge Town,40,thị trấn Koge,上毛町,400020
4064700,福岡県築上町,築上町,Chikujo Town,40,thị trấn Chikujo,筑上町,400020
4120100,佐賀県佐賀市,佐賀市,Saga City,41,thành phố Saga,佐贺市,410010
4120200,佐賀県唐津市,唐津市,Karatsu City,41,thành phố Karatsu,唐津市,410020
4120300,佐賀県鳥栖市,鳥栖市,Tosu City,41,thành phố Tosu,鸟栖市,410010
4120400,佐賀県多久市,多久市,Taku City,41,thành phố Taku,多久市,410010
4120500,佐賀県伊万里市,伊万里市,Imari City,41,thành phố Imari,伊万里市,410020
4120600,佐賀県武雄市,武雄市,Takeo City,41,thành phố Takeo,武雄市,410010
4120700,佐賀県鹿島市,鹿島市,Kashima City,41,thành phố Kashima,鹿岛市,410010
4120800,佐賀県小城市,小城市,Ogi City,41,thành phố Ogi,小城市,410010
4120900,佐賀県嬉野市,嬉野市,Ureshino City,41,thành phố Ureshino,嬉野市,410010
4121000,佐賀県神埼市,神埼市,Kanzaki City,41,thành phố Kanzaki,神埼市,410010
4132700,佐賀県吉野ヶ里町,吉野ヶ里町,Yoshinogari Town,41,thị trấn Yoshinogari,吉野里町,410010
4134100,佐賀県基山町,基山町,Kiyama Town,41,thị trấn Kiyama,基山町,410010
4134500,佐賀県上峰町,上峰町,Kamimine Town,41,thị trấn Kamimine,上峰町,410010
4134600,佐賀県みやき町,みやき町,Miyaki Town,41,thị trấn Miyaki,三养基町,410010
4138700,佐賀県玄海町,玄海町,Genkai Town,41,thị trấn Genkai,玄海町,410020
4140100,佐賀県有田町,有田町,Arita Town,41,thị trấn Arita,有田町,410020
4142300,佐賀県大町町,大町町,Omachi Town,41,thị trấn Omachi,大町町,410010
4142400,佐賀県江北町,江北町,Kohoku Town,41,thị trấn Kohoku,江北町,410010
4142500,佐賀県白石町,白石町,Shiroishi Town,41,thị trấn Shiroishi,白石町,410010
4144100,佐賀県太良町,太良町,Tara Town,41,thị trấn Tara,太良町,410010
4220100,長崎県長崎市,長崎市,Nagasaki City,42,thành phố Nagasaki,长崎市,420010
4220201,気象庁予報警報規程別表第四の二に示す「佐世保市（宇久地域を除く）」の区域,佐世保市（宇久地域を除く）,Sasebo City (excluding Uku Area),42,Thành phố Sasebo (ngoại trừ khu vực Uku),佐世保市（宇久地区除外）,420020
4220202,気象庁予報警報規程別表第四の二に示す「佐世保市（宇久地域）」の区域,佐世保市（宇久地域）,Sasebo City (Uku Area),42,Thành phố Sasebo (khu vực Uku),佐世保市（宇久地区）,420040
4220300,長崎県島原市,島原市,Shimabara City,42,thành phố Shimabara,岛原市,420010
4220400,長崎県諫早市,諫早市,Isahaya City,42,thành phố Isahaya,谏早市,420010
4220500,長崎県大村市,大村市,Omura City,42,thành phố Omura,大村市,420010
4220700,長崎県平戸市,平戸市,Hirado City,42,thành phố Hirado,平户市,420020
4220800,長崎県松浦市,松浦市,Matsuura City,42,thành phố Matsuura,松浦市,420020
4220901,気象庁予報警報規程別表第四の二に示す「下対馬」の区域,下対馬,Shimotsushima ,42,"Shimo-tsushima, thành phố Tsushima",下对马,420030
4220902,気象庁予報警報規程別表第四の二に示す「上対馬」の区域,上対馬,Kamitsushima,42,"Kami-tsushima, thành phố Tsushima",上对马,420030
4221000,長崎県壱岐市,壱岐市,Iki City,42,thành phố Iki,壹岐市,420030
4221100,長崎県五島市,五島市,Goto City,42,thành phố Goto,五岛市,420040
4221201,気象庁予報警報規程別表第四の二に示す「西海市（江島・平島を除く）」の区域,西海市（江島・平島を除く）,Saikai City (Excluding Enoshima and Tairashima）,42,"Thành phố Saikai (ngoại trừ đảo Enoshima, đảo Tairashima)",西海市（江岛・平岛除外）,420010
4221202,気象庁予報警報規程別表第四の二に示す「西海市（江島・平島）」の区域,西海市（江島・平島）,Saikai City (Enoshima and Tairashima)),42,"Thành phố Saikai (đảo Enoshima, đảo Tairashima)",西海市（江島・平島）,420040
4221300,長崎県雲仙市,雲仙市,Unzen City,42,thành phố Unzen,云仙市,420010
4221400,長崎県南島原市,南島原市,Minamishimabara City,42,thành phố Minamishimabara,南岛原市,420010
4230700,長崎県長与町,長与町,Nagayo Town,42,thị trấn Nag,长与町,420010
4230800,長崎県時津町,時津町,Togitsu Town,42,thị trấn Togitsu,时津町,420010
4232100,長崎県東彼杵町,東彼杵町,Higashisonogi Town,42,thị trấn Higashisonogi,东彼杵町,420020
4232200,長崎県川棚町,川棚町,Kawatana Town,42,thị trấn Kawatana,川棚町,420020
4232300,長崎県波佐見町,波佐見町,Hasami Town,42,thị trấn Hasami,波佐见町,420020
4238300,長崎県小値賀町,小値賀町,Ojika Town,42,thị trấn Ojika,小值贺町,420040
4239100,長崎県佐々町,佐々町,Saza Town,42,thị trấn Saza,佐佐町,420020
4241100,長崎県新上五島町,新上五島町,Shinkamigoto Town,42,thị trấn Shinkamigoto,新上五岛町,420040
4310000,熊本県熊本市,熊本市,Kumamoto City,43,thành phố Kumamoto,熊本市,430010
4320200,熊本県八代市,八代市,Yatsushiro City,43,thành phố Yatsushiro,八代市,430010
4320300,熊本県人吉市,人吉市,Hitoyoshi City,43,thành phố Hitoyoshi,人吉市,430040
4320400,熊本県荒尾市,荒尾市,Arao City,43,thành phố Arao,荒尾市,430010
4320500,熊本県水俣市,水俣市,Minamata City,43,thành phố Minamata,水俣市,430030
4320600,熊本県玉名市,玉名市,Tamana City,43,thành phố Tamana,玉名市,430010
4320800,熊本県山鹿市,山鹿市,Yamaga City,43,thành phố Yamaga,山鹿市,430010
4321000,熊本県菊池市,菊池市,Kikuchi City,43,thành phố Kikuchi,菊池市,430010
4321100,熊本県宇土市,宇土市,Uto City,43,thành phố Uto,宇土市,430010
4321200,熊本県上天草市,上天草市,Kamiamakusa City,43,thành phố Kamiamakusa,山天草市,430030
4321300,熊本県宇城市,宇城市,Uki City,43,thành phố Uki,宇城市,430010
4321400,熊本県阿蘇市,阿蘇市,Aso City,43,thành phố Aso,阿苏市,430020
4321500,熊本県天草市,天草市,Amakusa City,43,thành phố Amakusa,天草市,430030
4321600,熊本県合志市,合志市,Koshi City,43,thành phố Koshi,合志市,430010
4334800,熊本県美里町,美里町,Misato Town,43,thị trấn Misato,美里町,430010
4336400,熊本県玉東町,玉東町,Gyokuto Town,43,thị trấn Gyokuto,玉东町,430010
4336700,熊本県南関町,南関町,Nankan Town,43,thị trấn Nankan,南关町,430010
4336800,熊本県長洲町,長洲町,Nagasu Town,43,thị trấn Nagasu,长洲町,430010
4336900,熊本県和水町,和水町,Nagomi Town,43,thị trấn Nagomi,和水町,430010
4340300,熊本県大津町,大津町,Ozu Town,43,thị trấn Ozu,大津町,430010
4340400,熊本県菊陽町,菊陽町,Kikuyo Town,43,thị trấn Kikuyo,菊阳町,430010
4342300,熊本県南小国町,南小国町,Minamioguni Town,43,thị trấn Minamioguni,南小国町,430020
4342400,熊本県小国町,小国町,Oguni Town,43,thị trấn Oguni,小国町,430020
4342500,熊本県産山村,産山村,Ubuyama Village,43,làng Ubuyama,产山村,430020
4342800,熊本県高森町,高森町,Takamori Town,43,thị trấn Takamori,高森町,430020
4343200,熊本県西原村,西原村,Nishihara Village,43,làng Nishihara,西原村,430010
4343300,熊本県南阿蘇村,南阿蘇村,Minamiaso Village,43,làng Minamiaso,南阿苏村,430020
4344100,熊本県御船町,御船町,Mifune Town,43,thị trấn Mifune,御船町,430010
4344200,熊本県嘉島町,嘉島町,Kashima Town,43,thị trấn Kashima,嘉岛町,430010
4344300,熊本県益城町,益城町,Mashiki Town,43,thị trấn Mashiki,益城町,430010
4344400,熊本県甲佐町,甲佐町,Kosa Town,43,thị trấn Kosa,甲佐町,430010
4344700,熊本県山都町,山都町,Yamato Town,43,thị trấn Yamato,山都町,430010
4346800,熊本県氷川町,氷川町,Hikawa Town,43,thị trấn Hikawa,冰川町,430010
4348200,熊本県芦北町,芦北町,Ashikita Town,43,thị trấn Ashikita,芦北町,430030
4348400,熊本県津奈木町,津奈木町,Tsunagi Town,43,thị trấn Tsunagi,津奈木町,430030
4350100,熊本県錦町,錦町,Nishiki Town,43,thị trấn Nishiki,锦町,430040
4350500,熊本県多良木町,多良木町,Taragi Town,43,thị trấn Taragi,多良木町,430040
4350600,熊本県湯前町,湯前町,Yunomae Town,43,thị trấn Yunomae,汤前町,430040
4350700,熊本県水上村,水上村,Mizukami Village,43,làng Mizukami,水上村,430040
4351000,熊本県相良村,相良村,Sagara Village,43,làng Sagara,相良村,430040
4351100,熊本県五木村,五木村,Itsuki Village,43,làng Itsuki,五木村,430040
4351200,熊本県山江村,山江村,Yamae Village,43,làng Yamae,山江村,430040
4351300,熊本県球磨村,球磨村,Kuma Village,43,làng Kuma,球磨村,430040
4351400,熊本県あさぎり町,あさぎり町,Asagiri Town,43,thị trấn Asagiri,朝雾町,430040
4353100,熊本県苓北町,苓北町,Reihoku Town,43,thị trấn Reihoku,苓北町,430030
4420100,大分県大分市,大分市,Oita City,44,thành phố Oita,大分市,440010
4420200,大分県別府市,別府市,Beppu City,44,thành phố Beppu,别府市,440010
4420300,大分県中津市,中津市,Nakatsu City,44,thành phố Nakatsu,中津市,440020
4420400,大分県日田市,日田市,Hita City,44,thành phố Hita,日田市,440030
4420500,大分県佐伯市,佐伯市,Saiki City,44,thành phố Saiki,佐伯市,440040
4420600,大分県臼杵市,臼杵市,Usuki City,44,thành phố Usuki,臼杵市,440010
4420700,大分県津久見市,津久見市,Tsukumi City,44,thành phố Tsukumi,津久见市,440010
4420800,大分県竹田市,竹田市,Taketa City,44,thành phố Taketa,竹田市,440030
4420900,大分県豊後高田市,豊後高田市,Bungotakada City,44,thành phố Bungotakada,丰后高田市,440020
4421000,大分県杵築市,杵築市,Kitsuki City,44,thành phố Kitsuki,杵筑市,440010
4421100,大分県宇佐市,宇佐市,Usa City,44,thành phố Hoa Kỳ,宇佐市,440020
4421200,大分県豊後大野市,豊後大野市,Bungo Ohno City,44,thành phố Bungo,丰后大野市,440040
4421300,大分県由布市,由布市,Yufu City,44,thành phố Yufu,由布市,440010
4421400,大分県国東市,国東市,Kunisaki City,44,thành phố Kunisaki,国东市,440020
4432200,大分県姫島村,姫島村,Himeshima Village,44,làng Himeshima,姬岛村,440020
4434100,大分県日出町,日出町,Hiji Town,44,thị trấn Hiji,日出町,440010
4446100,大分県九重町,九重町,Kokonoe Town,44,thị trấn Kokonoe,九重町,440030
4446200,大分県玖珠町,玖珠町,Kusu Town,44,thị trấn Kusu,玖珠町,440030
4520100,宮崎県宮崎市,宮崎市,Miyazaki City,45,thành phố Miyazaki,宫崎市,450010
4520200,宮崎県都城市,都城市,Miyakonojo City,45,thành phố Miyakonojo,都城市,450030
4520300,宮崎県延岡市,延岡市,Nobeoka City,45,thành phố Nobeoka,延冈市,450020
4520400,宮崎県日南市,日南市,Nichinan City,45,thành phố Nichinan,日南市,450010
4520500,宮崎県小林市,小林市,Kobayashi City,45,thành phố Kobayashi,小林市,450030
4520600,宮崎県日向市,日向市,Hyuga City,45,thành phố Hyuga,日向市,450020
4520700,宮崎県串間市,串間市,Kushima City,45,thành phố Kushima,串间市,450010
4520800,宮崎県西都市,西都市,Saito City,45,thành phố Saito,西都市,450020
4520900,宮崎県えびの市,えびの市,Ebino City,45,thành phố Ebino,虾野市,450030
4534100,宮崎県三股町,三股町,Mimata Town,45,thị trấn Mimata,三股町,450030
4536100,宮崎県高原町,高原町,Takaharu Town,45,thị trấn Takaharu,高原町,450030
4538200,宮崎県国富町,国富町,Kunitomi Town,45,thị trấn Kunitomi,国富町,450010
4538300,宮崎県綾町,綾町,Aya Town,45,thị trấn Aya,绫町,450010
4540100,宮崎県高鍋町,高鍋町,Takanabe Town,45,thị trấn Takanabe,高锅町,450020
4540200,宮崎県新富町,新富町,Shintomi Town,45,thị trấn Shintomi,新富町,450020
4540300,宮崎県西米良村,西米良村,Nishimera Village,45,làng Nishimera,西米良村,450040
4540400,宮崎県木城町,木城町,Kijo Town,45,thị trấn Kijo,木城町,450020
4540500,宮崎県川南町,川南町,Kawaminami Town,45,thị trấn Kawaminami,川南町,450020
4540600,宮崎県都農町,都農町,Tsuno Town,45,thị trấn Tsuno,都农町,450020
4542100,宮崎県門川町,門川町,Kadogawa Town,45,thị trấn Kadogawa,门川町,450020
4542900,宮崎県諸塚村,諸塚村,Morotsuka Village,45,làng Morotsuka,诸冢村,450040
4543000,宮崎県椎葉村,椎葉村,Shiiba Village,45,làng Shiiba,椎叶村,450040
4543100,宮崎県美郷町,美郷町,Misato Town,45,thị trấn Misato,美乡町,450040
4544100,宮崎県高千穂町,高千穂町,Takachiho Town,45,thị trấn Takachiho,高千穗町,450040
4544200,宮崎県日之影町,日之影町,Hinokage Town,45,thị trấn Hinokage,日之影町,450040
4544300,宮崎県五ヶ瀬町,五ヶ瀬町,Gokase Town,45,thị trấn Gokase,五濑町,450040
4620100,鹿児島県鹿児島市,鹿児島市,Kagoshima City,46,thành phố Kagoshima,鹿儿岛市,460010
4620300,鹿児島県鹿屋市,鹿屋市,Kanoya City,46,thành phố Kanoya,鹿屋市,460020
4620400,鹿児島県枕崎市,枕崎市,Makurazaki City,46,thành phố Makurazaki,枕崎市,460010
4620600,鹿児島県阿久根市,阿久根市,Akune City,46,thành phố Akune,阿久根市,460010
4620800,鹿児島県出水市,出水市,Izumi City,46,thành phố Izumi,出水市,460010
4621000,鹿児島県指宿市,指宿市,Ibusuki City,46,thành phố Ibusuki,指宿市,460010
4621300,鹿児島県西之表市,西之表市,Nishinoomote City,46,thành phố Nishinoomote,西之表市,460030
4621400,鹿児島県垂水市,垂水市,Tarumizu City,46,thành phố Tarumizu,垂水市,460020
4621501,鹿児島県薩摩川内市,薩摩川内市,Satsumasendai City,46,thành phố Satsumasendai,萨摩川内市,460010
4621502,鹿児島県薩摩川内市,薩摩川内市甑島,"Koshikishima, Satsumasendai City ",46,"Koshikishima, thành phố Satsumasendai",萨摩川内市甄岛,460010
4621600,鹿児島県日置市,日置市,Hioki City,46,thành phố Hioki,日置市,460010
4621700,鹿児島県曽於市,曽於市,Soo City,46,thành phố Soo,曾于市,460020
4621800,鹿児島県霧島市,霧島市,Kirishima City,46,thành phố Kirishima,雾岛市,460010
4621900,鹿児島県いちき串木野市,いちき串木野市,Ichikikushikino City,46,thành phố Ichikikushikino,市来串木野市,460010
4622000,鹿児島県南さつま市,南さつま市,Minamisatsuma City,46,thành phố Minamisatsuma,南萨摩市,460010
4622100,鹿児島県志布志市,志布志市,Shibushi City,46,thành phố Shibushi,志布志市,460020
4622200,鹿児島県奄美市,奄美市,Amami City,47,thành phố Amami,奄美市,460040
4622300,鹿児島県南九州市,南九州市,Minamikyushu City,46,thành phố Minamikyushu,南九州市,460010
4622400,鹿児島県伊佐市,伊佐市,Isa City,46,thành phố Isa,伊佐市,460010
4622500,鹿児島県姶良市,姶良市,Aira City,46,thành phố Aira,姶良市,460010
4630300,鹿児島県三島村,三島村,Mishima Village,46,làng Mishima,三岛村,460030
4630400,鹿児島県十島村,十島村,Toshima Village,47,làng Toshima,十岛村,460040
4639200,鹿児島県さつま町,さつま町,Satsuma Town,46,thị trấn Satsuma,萨摩町,460010
4640400,鹿児島県長島町,長島町,Nagashima Town,46,thị trấn Nagashima,长岛町,460010
4645200,鹿児島県湧水町,湧水町,Yusui Town,46,thị trấn Yusui,涌水町,460010
4646800,鹿児島県大崎町,大崎町,Osaki Town,46,thị trấn Osaki,大崎町,460020
4648200,鹿児島県東串良町,東串良町,Higashikushira Town,46,thị trấn Higashikushira,东串良町,460020
4649000,鹿児島県錦江町,錦江町,Kinko Town,46,thị trấn Kinko,锦江町,460020
4649100,鹿児島県南大隅町,南大隅町,Minamiosumi Town,46,thị trấn Minamiosumi,南大隅町,460020
4649200,鹿児島県肝付町,肝付町,Kimotsuki Town,46,thị trấn Kimotsuki,肝付町,460020
4650100,鹿児島県中種子町,中種子町,Nakatane Town,46,thị trấn Nakatane,中种子町,460030
4650200,鹿児島県南種子町,南種子町,Minamitane Town,46,thị trấn Minamitane,南种子町,460030
4650500,鹿児島県屋久島町,屋久島町,Yakushima Town,46,thị trấn Yakushima,屋久岛町,460030
4652300,鹿児島県大和村,大和村,Yamato Village,47,làng Yamato,大和村,460040
4652400,鹿児島県宇検村,宇検村,Uken Village,47,làng Uken,宇检村,460040
4652500,鹿児島県瀬戸内町,瀬戸内町,Setouchi Town,47,thị trấn Setouchi,濑户内町,460040
4652700,鹿児島県龍郷町,龍郷町,Tatsugo Town,47,thị trấn Tatsugo,龙乡町,460040
4652900,鹿児島県喜界町,喜界町,Kikai Town,47,thị trấn Kikai,喜界町,460040
4653000,鹿児島県徳之島町,徳之島町,Tokunoshima Town,47,thị trấn Tokunoshima,德之岛町,460040
4653100,鹿児島県天城町,天城町,Amagi Town,47,thị trấn Amagi,天城町,460040
4653200,鹿児島県伊仙町,伊仙町,Isen Town,47,thị trấn Isen,伊仙町,460040
4653300,鹿児島県和泊町,和泊町,Wadomari Town,47,thị trấn Wadomari,和泊町,460040
4653400,鹿児島県知名町,知名町,China Town,47,thị trấn China,知名町,460040
4653500,鹿児島県与論町,与論町,Yoron Town,47,thị trấn Yoron,与论町,460040
4720100,沖縄県那覇市,那覇市,Naha City,48,thành phố Naha,那霸市,471010
4720500,沖縄県宜野湾市,宜野湾市,Ginowan City,48,thành phố Ginowan,宜野湾市,471010
4720700,沖縄県石垣市,石垣市,Ishigaki City,51,thành phố Ishigaki,石垣市,474010
4720800,沖縄県浦添市,浦添市,Urasoe City,48,thành phố Urasoe,浦添市,471010
4720900,沖縄県名護市,名護市,Nago City,48,thành phố Nago,名护市,471020
4721000,沖縄県糸満市,糸満市,Itoman City,48,thành phố Itoman,丝满市,471010
4721100,沖縄県沖縄市,沖縄市,Okinawa City,48,thành phố Okinawa,冲绳市,471010
4721200,沖縄県豊見城市,豊見城市,Tomigusuku City,48,thành phố Tomigusuku,丰见城市,471010
4721300,沖縄県うるま市,うるま市,Uruma City,48,thành phố Uruma,宇流麻市,471010
4721400,沖縄県宮古島市,宮古島市,Miyakojima City,50,thành phố Miyakojima,宫古岛市,473000
4721500,沖縄県南城市,南城市,Nanjo City,48,thành phố Nanjo,南城市,471010
4730100,沖縄県国頭村,国頭村,Kunigami Village,48,làng Kunigami,国头村,471020
4730200,沖縄県大宜味村,大宜味村,Ogimi Village,48,làng Ogimi,大宜味村,471020
4730300,沖縄県東村,東村,Higashi Village,48,làng Higashi,东村,471020
4730600,沖縄県今帰仁村,今帰仁村,Nakijin Village,48,làng Nakijin,今归仁村,471020
4730800,沖縄県本部町,本部町,Motobu Town,48,thị trấn Motobu,本部町,471020
4731100,沖縄県恩納村,恩納村,Onna Village,48,làng Onna,恩纳村,471020
4731300,沖縄県宜野座村,宜野座村,Ginoza Village,48,làng Ginoza,宜野座村,471020
4731400,沖縄県金武町,金武町,Kin Town,48,thị trấn Kin,金武町,471020
4731500,沖縄県伊江村,伊江村,Ie Village,48,làng Ie,伊江村,471020
4732400,沖縄県読谷村,読谷村,Yomitan Village,48,làng Yomitan,读谷村,471010
4732500,沖縄県嘉手納町,嘉手納町,Kadena Town,48,thị trấn Kadena,嘉手纳町,471010
4732600,沖縄県北谷町,北谷町,Chatan Town,48,thị trấn Chatan,北谷町,471010
4732700,沖縄県北中城村,北中城村,Kitanakagusuku Village,48,làng Kitanakagusuku,北中城村,471010
4732800,沖縄県中城村,中城村,Nakagusuku Village,48,làng Nakagusuku,中城村,471010
4732900,沖縄県西原町,西原町,Nishihara Town,48,thị trấn Nishihara,西原町,471010
4734800,沖縄県与那原町,与那原町,Yonabaru Town,48,thị trấn Yonabaru,与那原町,471010
4735000,沖縄県南風原町,南風原町,Haebaru Town,48,thị trấn Haebaru,南风原町,471010
4735300,沖縄県渡嘉敷村,渡嘉敷村,Tokashiki Village,48,làng Tokashiki,渡嘉敷村,471010
4735400,沖縄県座間味村,座間味村,Zamami Village,48,làng Zamami,座间味村,471010
4735500,沖縄県粟国村,粟国村,Aguni Village,48,làng Aguni,粟国村,471010
4735600,沖縄県渡名喜村,渡名喜村,Tonaki Village,48,làng Tonaki,渡名喜村,471010
4735700,沖縄県南大東村,南大東村,Minamidaito Village,49,làng Minamidaito,南大东村,472000
4735800,沖縄県北大東村,北大東村,Kitadaito Village,49,làng Kitadaito,北大东村,472000
4735900,沖縄県伊平屋村,伊平屋村,Iheya Village,48,làng Iheya,伊平屋村,471020
4736000,沖縄県伊是名村,伊是名村,Izena Village,48,làng Izena,伊是名村,471020
4736100,沖縄県久米島町,久米島町,Kumejima Town,48,thị trấn Kumejima,久米岛町,471030
4736200,沖縄県八重瀬町,八重瀬町,Yaese Town,48,thị trấn Yaese,八重濑町,471010
4737500,沖縄県多良間村,多良間村,Tarama Village,50,làng Tarama,多良间村,473000
4738100,沖縄県竹富町,竹富町,Taketomi Town,51,thị trấn Taketomi,竹富町,474010
4738200,沖縄県与那国町,与那国町,Yonaguni Town,51,thị trấn Yonaguni,与那国町,474020
